"ID_usuario","genero_usuario","edad_usuario","fecha_alta","hora_alta","Customer.Has.Dni..Yes...No."
"773072","MALE","24",2021-06-14,"07:15:02","Yes"
"773162","FEMALE","33",2021-06-14,"15:32:01","Yes"
"773073","FEMALE","30",2021-06-14,"07:41:23","Yes"
"773171","MALE","54",2021-06-14,"16:26:52","Yes"
"773157","MALE","27",2021-06-14,"15:03:45","Yes"
"773196","MALE","46",2021-06-14,"18:36:20","Yes"
"773101","MALE","39",2021-06-14,"11:22:49","Yes"
"773139","FEMALE","22",2021-06-14,"12:58:15","Yes"
"773155","MALE","20",2021-06-14,"14:59:23","Yes"
"773067","FEMALE","24",2021-06-14,"00:14:05","Yes"
"773121","FEMALE","28",2021-06-14,"12:27:48","Yes"
"773079","FEMALE","34",2021-06-14,"10:20:34","Yes"
"773087","MALE","53",2021-06-14,"10:42:28","Yes"
"773148","FEMALE","37",2021-06-14,"14:03:41","Yes"
"773133","MALE","49",2021-06-14,"12:44:24","Yes"
"773208","FEMALE","26",2021-06-14,"20:43:16","Yes"
"773119","OTHER","21",2021-06-14,"12:22:09","Yes"
"773221","FEMALE","21",2021-06-14,"22:26:59","Yes"
"773224","MALE","46",2021-06-14,"22:36:24","Yes"
"773165","MALE","54",2021-06-14,"15:53:07","Yes"
"773112","FEMALE","30",2021-06-14,"11:59:06","Yes"
"773206","MALE","31",2021-06-14,"20:39:00","Yes"
"773081","FEMALE","33",2021-06-14,"10:23:25","Yes"
"773160","MALE","24",2021-06-14,"15:13:27","Yes"
"773184","MALE","30",2021-06-14,"17:21:27","Yes"
"773175","MALE","30",2021-06-14,"16:47:40","Yes"
"773225","MALE","26",2021-06-14,"22:37:07","Yes"
"773166","MALE","37",2021-06-14,"16:00:33","Yes"
"773144","MALE","33",2021-06-14,"13:35:44","Yes"
"773140","MALE","27",2021-06-14,"13:09:36","Yes"
"773096","FEMALE","25",2021-06-14,"11:04:49","Yes"
"773109","OTHER","20",2021-06-14,"11:55:18","Yes"
"773172","MALE","27",2021-06-14,"16:38:11","Yes"
"773223","MALE","23",2021-06-14,"22:31:47","Yes"
"773106","FEMALE","23",2021-06-14,"11:44:12","No"
"773071","MALE","26",2021-06-14,"07:05:30","Yes"
"773229","MALE","42",2021-06-14,"23:30:05","Yes"
"773114","MALE","28",2021-06-14,"12:03:23","Yes"
"773195","FEMALE","30",2021-06-14,"18:35:47","Yes"
"773141","FEMALE","22",2021-06-14,"13:13:56","Yes"
"773117","MALE","34",2021-06-14,"12:13:44","Yes"
"773137","MALE","34",2021-06-14,"12:50:48","Yes"
"773153","MALE","55",2021-06-14,"14:28:18","Yes"
"773102","MALE","43",2021-06-14,"11:27:10","Yes"
"773135","FEMALE","21",2021-06-14,"12:47:11","Yes"
"773108","FEMALE","26",2021-06-14,"11:49:12","Yes"
"773178","FEMALE","25",2021-06-14,"17:02:06","Yes"
"773122","MALE","34",2021-06-14,"12:27:49","Yes"
"773124","MALE","41",2021-06-14,"12:34:49","Yes"
"773107","FEMALE","35",2021-06-14,"11:47:33","Yes"
"773095","FEMALE","25",2021-06-14,"11:02:16","Yes"
"773145","MALE","43",2021-06-14,"13:42:25","Yes"
"773191","MALE","34",2021-06-14,"18:07:37","Yes"
"773126","MALE","40",2021-06-14,"12:38:19","Yes"
"773110","OTHER","50",2021-06-14,"11:55:37","Yes"
"773167","FEMALE","29",2021-06-14,"16:08:48","Yes"
"773177","FEMALE","36",2021-06-14,"16:55:43","Yes"
"773142","OTHER","26",2021-06-14,"13:21:28","No"
"773158","MALE","35",2021-06-14,"15:08:10","No"
"773228","MALE","26",2021-06-14,"23:28:07","Yes"
"773132","FEMALE","33",2021-06-14,"12:44:00","Yes"
"773202","MALE","30",2021-06-14,"20:15:39","Yes"
"773169","FEMALE","49",2021-06-14,"16:18:51","Yes"
"773215","MALE","23",2021-06-14,"21:25:57","Yes"
"773098","FEMALE","40",2021-06-14,"11:06:50","Yes"
"773115","FEMALE","46",2021-06-14,"12:03:33","Yes"
"773078","FEMALE","20",2021-06-14,"09:25:29","Yes"
"773197","FEMALE","55",2021-06-14,"18:48:00","Yes"
"773205","MALE","20",2021-06-14,"20:19:38","Yes"
"773182","MALE","29",2021-06-14,"17:12:30","Yes"
"773147","MALE","33",2021-06-14,"13:49:57","Yes"
"773186","OTHER","26",2021-06-14,"17:29:47","Yes"
"773194","MALE","30",2021-06-14,"18:26:59","Yes"
"773217","MALE","64",2021-06-14,"21:43:12","Yes"
"773179","FEMALE","43",2021-06-14,"17:02:56","Yes"
"773082","FEMALE","47",2021-06-14,"10:25:03","Yes"
"773181","MALE","51",2021-06-14,"17:09:01","Yes"
"773146","MALE","60",2021-06-14,"13:46:28","Yes"
"773201","MALE","42",2021-06-14,"19:25:02","Yes"
"773219","MALE","30",2021-06-14,"21:58:33","Yes"
"773180","FEMALE","45",2021-06-14,"17:06:51","Yes"
"773176","MALE","36",2021-06-14,"16:47:47","Yes"
"773097","FEMALE","39",2021-06-14,"11:06:01","Yes"
"773085","MALE","44",2021-06-14,"10:31:36","Yes"
"773125","OTHER","25",2021-06-14,"12:35:19","Yes"
"773188","FEMALE","35",2021-06-14,"17:32:53","Yes"
"773164","FEMALE","48",2021-06-14,"15:45:17","Yes"
"773190","MALE","26",2021-06-14,"17:59:59","Yes"
"773149","FEMALE","23",2021-06-14,"14:11:33","Yes"
"773185","MALE","21",2021-06-14,"17:23:56","Yes"
"773218","FEMALE","36",2021-06-14,"21:52:16","Yes"
"773154","MALE","40",2021-06-14,"14:48:04","Yes"
"773203","MALE","28",2021-06-14,"20:15:47","Yes"
"773127","MALE","20",2021-06-14,"12:38:41","Yes"
"773131","MALE","22",2021-06-14,"12:41:43","Yes"
"773088","FEMALE","48",2021-06-14,"10:43:07","Yes"
"773129","MALE","21",2021-06-14,"12:41:29","Yes"
"773130","FEMALE","63",2021-06-14,"12:41:34","Yes"
"773090","FEMALE","39",2021-06-14,"10:44:42","Yes"
"773204","OTHER","30",2021-06-14,"20:18:36","No"
"773103","FEMALE","71",2021-06-14,"11:29:47","Yes"
"773189","MALE","23",2021-06-14,"17:41:18","Yes"
"773199","FEMALE","39",2021-06-14,"18:52:07","Yes"
"773089","MALE","33",2021-06-14,"10:43:20","Yes"
"773156","FEMALE","68",2021-06-14,"15:00:46","No"
"773174","FEMALE","45",2021-06-14,"16:46:13","Yes"
"773093","MALE","21",2021-06-14,"10:59:33","Yes"
"773083","MALE","20",2021-06-14,"10:27:01","Yes"
"773134","MALE","60",2021-06-14,"12:46:07","Yes"
"773066","FEMALE","33",2021-06-14,"00:05:17","No"
"773152","OTHER","26",2021-06-14,"14:26:41","Yes"
"773116","FEMALE","34",2021-06-14,"12:10:31","Yes"
"773069","MALE","20",2021-06-14,"01:03:03","Yes"
"773091","MALE","52",2021-06-14,"10:50:14","Yes"
"773213","FEMALE","55",2021-06-14,"21:10:49","Yes"
"773111","MALE","53",2021-06-14,"11:57:52","Yes"
"773077","FEMALE","53",2021-06-14,"09:21:54","Yes"
"773220","FEMALE","20",2021-06-14,"22:20:24","Yes"
"773143","FEMALE","42",2021-06-14,"13:29:19","Yes"
"773084","FEMALE","21",2021-06-14,"10:31:06","Yes"
"773075","FEMALE","33",2021-06-14,"08:38:35","Yes"
"773226","MALE","26",2021-06-14,"22:38:27","Yes"
"773209","MALE","30",2021-06-14,"20:56:41","Yes"
"773136","MALE","37",2021-06-14,"12:48:20","Yes"
"773214","FEMALE","52",2021-06-14,"21:19:06","Yes"
"773113","FEMALE","27",2021-06-14,"12:01:14","Yes"
"773159","FEMALE","20",2021-06-14,"15:08:50","Yes"
"773086","MALE","33",2021-06-14,"10:37:01","Yes"
"772826","FEMALE","25",2021-06-13,"09:46:51","Yes"
"773014","FEMALE","43",2021-06-13,"16:53:07","Yes"
"772994","FEMALE","38",2021-06-13,"16:23:59","Yes"
"772882","MALE","30",2021-06-13,"13:09:08","Yes"
"773010","MALE","28",2021-06-13,"16:49:28","Yes"
"772979","OTHER","53",2021-06-13,"15:58:36","Yes"
"772827","FEMALE","39",2021-06-13,"10:10:17","Yes"
"772862","MALE","24",2021-06-13,"12:16:02","Yes"
"772911","FEMALE","47",2021-06-13,"14:02:24","Yes"
"772845","FEMALE","23",2021-06-13,"11:33:17","Yes"
"772972","FEMALE","50",2021-06-13,"15:40:27","Yes"
"772957","FEMALE","28",2021-06-13,"15:26:39","Yes"
"772912","OTHER","26",2021-06-13,"14:03:04","Yes"
"772822","MALE","21",2021-06-13,"04:29:29","Yes"
"772929","FEMALE","44",2021-06-13,"14:30:51","Yes"
"773000","FEMALE","49",2021-06-13,"16:32:48","Yes"
"772909","FEMALE","31",2021-06-13,"14:00:29","Yes"
"773009","MALE","47",2021-06-13,"16:48:44","Yes"
"773018","MALE","46",2021-06-13,"17:10:31","Yes"
"773003","FEMALE","44",2021-06-13,"16:36:08","Yes"
"773038","FEMALE","23",2021-06-13,"18:12:11","Yes"
"772941","FEMALE","39",2021-06-13,"14:50:01","Yes"
"773062","FEMALE","27",2021-06-13,"22:24:14","Yes"
"772869","MALE","29",2021-06-13,"12:31:21","Yes"
"772928","MALE","26",2021-06-13,"14:29:56","Yes"
"773033","FEMALE","47",2021-06-13,"17:48:03","Yes"
"772870","FEMALE","47",2021-06-13,"12:32:36","Yes"
"772991","FEMALE","30",2021-06-13,"16:20:19","Yes"
"773004","MALE","21",2021-06-13,"16:36:23","Yes"
"772839","MALE","34",2021-06-13,"11:07:33","Yes"
"772966","FEMALE","31",2021-06-13,"15:38:00","Yes"
"772834","FEMALE","27",2021-06-13,"10:48:51","Yes"
"773064","MALE","51",2021-06-13,"22:54:19","Yes"
"772999","MALE","36",2021-06-13,"16:29:58","Yes"
"772958","FEMALE","28",2021-06-13,"15:27:54","Yes"
"773051","MALE","23",2021-06-13,"18:58:58","Yes"
"772891","FEMALE","63",2021-06-13,"13:25:38","Yes"
"772890","FEMALE","29",2021-06-13,"13:23:12","Yes"
"772832","FEMALE","58",2021-06-13,"10:38:11","Yes"
"772871","FEMALE","29",2021-06-13,"12:36:44","Yes"
"772838","OTHER","25",2021-06-13,"10:58:16","Yes"
"772935","OTHER","22",2021-06-13,"14:42:47","Yes"
"772998","MALE","28",2021-06-13,"16:28:22","Yes"
"772922","FEMALE","49",2021-06-13,"14:20:10","Yes"
"772915","FEMALE","37",2021-06-13,"14:08:03","Yes"
"773055","FEMALE","28",2021-06-13,"19:58:40","Yes"
"773035","FEMALE","42",2021-06-13,"17:57:23","Yes"
"773012","FEMALE","27",2021-06-13,"16:52:55","Yes"
"772967","MALE","47",2021-06-13,"15:38:15","Yes"
"773050","MALE","25",2021-06-13,"18:55:37","Yes"
"772868","FEMALE","31",2021-06-13,"12:31:12","Yes"
"772892","MALE","25",2021-06-13,"13:26:24","Yes"
"773065","FEMALE","34",2021-06-13,"23:10:39","Yes"
"773054","MALE","20",2021-06-13,"19:57:08","Yes"
"773048","FEMALE","24",2021-06-13,"18:52:58","Yes"
"772846","MALE","34",2021-06-13,"11:36:13","Yes"
"772837","MALE","30",2021-06-13,"10:56:55","Yes"
"772956","FEMALE","26",2021-06-13,"15:22:07","Yes"
"772939","FEMALE","22",2021-06-13,"14:48:21","No"
"772874","FEMALE","28",2021-06-13,"12:41:30","Yes"
"772907","FEMALE","61",2021-06-13,"13:58:35","Yes"
"773008","MALE","27",2021-06-13,"16:48:25","Yes"
"772853","FEMALE","31",2021-06-13,"11:56:16","Yes"
"772995","MALE","40",2021-06-13,"16:24:18","Yes"
"772974","MALE","29",2021-06-13,"15:42:45","Yes"
"772865","FEMALE","34",2021-06-13,"12:26:19","Yes"
"773039","FEMALE","38",2021-06-13,"18:12:48","Yes"
"772883","FEMALE","31",2021-06-13,"13:09:29","Yes"
"772981","MALE","34",2021-06-13,"16:00:57","Yes"
"772859","MALE","47",2021-06-13,"12:09:54","Yes"
"773001","FEMALE","36",2021-06-13,"16:33:25","Yes"
"772893","MALE","46",2021-06-13,"13:26:57","Yes"
"772843","FEMALE","38",2021-06-13,"11:24:36","Yes"
"773040","FEMALE","23",2021-06-13,"18:19:09","Yes"
"772959","MALE","30",2021-06-13,"15:28:25","Yes"
"772937","FEMALE","41",2021-06-13,"14:47:11","Yes"
"772940","FEMALE","22",2021-06-13,"14:50:01","Yes"
"773059","MALE","36",2021-06-13,"21:00:11","Yes"
"772944","FEMALE","52",2021-06-13,"14:53:44","Yes"
"772932","MALE","45",2021-06-13,"14:40:42","Yes"
"772973","MALE","34",2021-06-13,"15:42:31","Yes"
"773058","FEMALE","34",2021-06-13,"20:25:33","Yes"
"773034","MALE","33",2021-06-13,"17:51:03","Yes"
"772854","FEMALE","29",2021-06-13,"11:59:01","Yes"
"772880","FEMALE","56",2021-06-13,"12:59:01","Yes"
"772951","FEMALE","45",2021-06-13,"15:07:34","Yes"
"772901","MALE","53",2021-06-13,"13:49:11","Yes"
"772914","FEMALE","34",2021-06-13,"14:04:00","Yes"
"772954","FEMALE","27",2021-06-13,"15:17:18","Yes"
"773026","FEMALE","24",2021-06-13,"17:39:54","Yes"
"772962","FEMALE","28",2021-06-13,"15:34:13","Yes"
"772943","FEMALE","24",2021-06-13,"14:53:25","Yes"
"772950","FEMALE","30",2021-06-13,"15:07:29","Yes"
"773056","FEMALE","43",2021-06-13,"20:05:19","Yes"
"772848","FEMALE","27",2021-06-13,"11:42:51","Yes"
"773042","MALE","27",2021-06-13,"18:27:50","Yes"
"772861","FEMALE","37",2021-06-13,"12:14:38","Yes"
"772881","MALE","56",2021-06-13,"13:00:34","Yes"
"772996","FEMALE","40",2021-06-13,"16:24:29","Yes"
"772985","MALE","22",2021-06-13,"16:11:19","Yes"
"772977","FEMALE","29",2021-06-13,"15:47:50","Yes"
"772952","MALE","56",2021-06-13,"15:08:01","Yes"
"772980","FEMALE","35",2021-06-13,"15:58:59","Yes"
"772982","FEMALE","29",2021-06-13,"16:07:59","Yes"
"773023","FEMALE","51",2021-06-13,"17:31:38","Yes"
"772976","FEMALE","45",2021-06-13,"15:46:53","Yes"
"773032","MALE","31",2021-06-13,"17:46:24","Yes"
"773011","MALE","27",2021-06-13,"16:50:52","Yes"
"772965","FEMALE","33",2021-06-13,"15:37:00","Yes"
"772879","FEMALE","28",2021-06-13,"12:56:12","Yes"
"772923","FEMALE","33",2021-06-13,"14:20:24","Yes"
"772850","FEMALE","51",2021-06-13,"11:49:22","Yes"
"773015","FEMALE","54",2021-06-13,"17:00:04","Yes"
"772856","FEMALE","30",2021-06-13,"12:05:38","Yes"
"772925","MALE","30",2021-06-13,"14:23:10","Yes"
"772889","FEMALE","23",2021-06-13,"13:22:55","Yes"
"772988","MALE","44",2021-06-13,"16:16:43","Yes"
"773047","FEMALE","27",2021-06-13,"18:44:40","Yes"
"773036","MALE","22",2021-06-13,"17:58:19","Yes"
"772984","MALE","40",2021-06-13,"16:10:42","Yes"
"772836","MALE","47",2021-06-13,"10:53:06","Yes"
"772930","FEMALE","48",2021-06-13,"14:33:32","Yes"
"772842","FEMALE","50",2021-06-13,"11:21:57","Yes"
"773060","MALE","66",2021-06-13,"21:54:53","Yes"
"772913","MALE","36",2021-06-13,"14:03:54","Yes"
"772821","MALE","21",2021-06-13,"01:13:56","Yes"
"773013","MALE","26",2021-06-13,"16:52:56","Yes"
"772824","FEMALE","42",2021-06-13,"09:23:13","Yes"
"773007","FEMALE","30",2021-06-13,"16:48:21","Yes"
"773025","MALE","25",2021-06-13,"17:38:45","Yes"
"772969","FEMALE","57",2021-06-13,"15:38:23","Yes"
"772990","FEMALE","60",2021-06-13,"16:19:38","Yes"
"773027","FEMALE","36",2021-06-13,"17:40:59","Yes"
"773002","FEMALE","24",2021-06-13,"16:33:54","Yes"
"772888","FEMALE","27",2021-06-13,"13:20:42","Yes"
"772825","OTHER","23",2021-06-13,"09:45:49","Yes"
"772989","MALE","41",2021-06-13,"16:17:49","Yes"
"772968","FEMALE","18",2021-06-13,"15:38:19","Yes"
"772877","MALE","40",2021-06-13,"12:53:11","Yes"
"773052","FEMALE","65",2021-06-13,"19:46:59","Yes"
"772949","FEMALE","34",2021-06-13,"15:04:20","Yes"
"773005","FEMALE","48",2021-06-13,"16:37:16","Yes"
"772933","FEMALE","37",2021-06-13,"14:40:44","Yes"
"772852","FEMALE","39",2021-06-13,"11:53:47","Yes"
"773017","FEMALE","26",2021-06-13,"17:06:11","Yes"
"773020","MALE","40",2021-06-13,"17:18:37","Yes"
"772876","MALE","42",2021-06-13,"12:50:56","Yes"
"772847","FEMALE","23",2021-06-13,"11:38:56","Yes"
"773016","MALE","32",2021-06-13,"17:00:52","Yes"
"772851","OTHER","35",2021-06-13,"11:50:25","Yes"
"772849","FEMALE","24",2021-06-13,"11:45:49","Yes"
"772931","FEMALE","25",2021-06-13,"14:40:06","Yes"
"772858","MALE","40",2021-06-13,"12:08:15","Yes"
"772927","FEMALE","28",2021-06-13,"14:24:14","Yes"
"773021","MALE","33",2021-06-13,"17:22:41","Yes"
"772860","MALE","43",2021-06-13,"12:12:17","Yes"
"772872","FEMALE","30",2021-06-13,"12:38:15","Yes"
"772823","FEMALE","21",2021-06-13,"06:44:09","Yes"
"772866","MALE","30",2021-06-13,"12:26:45","Yes"
"773057","FEMALE","39",2021-06-13,"20:20:29","Yes"
"772903","FEMALE","22",2021-06-13,"13:54:27","Yes"
"773061","MALE","30",2021-06-13,"22:21:00","Yes"
"772919","FEMALE","34",2021-06-13,"14:11:11","Yes"
"772895","FEMALE","35",2021-06-13,"13:40:48","Yes"
"772946","MALE","34",2021-06-13,"14:55:41","Yes"
"772855","FEMALE","29",2021-06-13,"12:02:43","Yes"
"772986","FEMALE","36",2021-06-13,"16:14:31","Yes"
"772936","FEMALE","28",2021-06-13,"14:46:15","Yes"
"772945","FEMALE","27",2021-06-13,"14:54:57","Yes"
"773022","FEMALE","49",2021-06-13,"17:31:29","Yes"
"772960","MALE","28",2021-06-13,"15:28:35","Yes"
"772948","FEMALE","60",2021-06-13,"15:03:02","Yes"
"772863","MALE","28",2021-06-13,"12:18:57","Yes"
"772938","MALE","44",2021-06-13,"14:47:56","Yes"
"772833","FEMALE","31",2021-06-13,"10:38:13","Yes"
"773019","MALE","26",2021-06-13,"17:11:49","Yes"
"772867","MALE","46",2021-06-13,"12:27:21","Yes"
"772857","FEMALE","26",2021-06-13,"12:06:47","Yes"
"772828","FEMALE","37",2021-06-13,"10:20:53","Yes"
"772924","FEMALE","41",2021-06-13,"14:22:04","Yes"
"772844","FEMALE","20",2021-06-13,"11:25:59","Yes"
"772910","FEMALE","39",2021-06-13,"14:01:40","Yes"
"772831","MALE","38",2021-06-13,"10:36:30","Yes"
"772894","MALE","21",2021-06-13,"13:37:06","Yes"
"772942","OTHER","37",2021-06-13,"14:51:15","Yes"
"772864","MALE","28",2021-06-13,"12:25:54","Yes"
"772963","OTHER","61",2021-06-13,"15:35:54","No"
"772835","MALE","30",2021-06-13,"10:49:01","Yes"
"773006","FEMALE","43",2021-06-13,"16:41:17","Yes"
"772873","FEMALE","39",2021-06-13,"12:39:09","Yes"
"772947","MALE","36",2021-06-13,"15:01:24","Yes"
"772964","MALE","27",2021-06-13,"15:36:02","Yes"
"773046","FEMALE","22",2021-06-13,"18:37:49","Yes"
"772830","MALE","47",2021-06-13,"10:33:09","Yes"
"772896","FEMALE","49",2021-06-13,"13:43:55","Yes"
"773028","MALE","23",2021-06-13,"17:43:31","Yes"
"772961","MALE","53",2021-06-13,"15:31:45","Yes"
"772953","FEMALE","51",2021-06-13,"15:09:38","Yes"
"773049","FEMALE","28",2021-06-13,"18:54:39","Yes"
"772987","FEMALE","50",2021-06-13,"16:16:39","Yes"
"772878","FEMALE","44",2021-06-13,"12:54:51","Yes"
"772902","FEMALE","43",2021-06-13,"13:50:34","Yes"
"773037","MALE","20",2021-06-13,"18:00:35","Yes"
"772978","MALE","47",2021-06-13,"15:53:32","Yes"
"773053","FEMALE","54",2021-06-13,"19:56:12","Yes"
"772885","MALE","25",2021-06-13,"13:11:18","Yes"
"772975","MALE","29",2021-06-13,"15:45:31","Yes"
"772829","FEMALE","42",2021-06-13,"10:22:05","Yes"
"772917","FEMALE","33",2021-06-13,"14:09:02","Yes"
"772875","MALE","27",2021-06-13,"12:48:56","Yes"
"772997","FEMALE","30",2021-06-13,"16:27:23","Yes"
"772884","MALE","32",2021-06-13,"13:09:39","Yes"
"772983","FEMALE","30",2021-06-13,"16:09:26","Yes"
"772841","FEMALE","35",2021-06-13,"11:18:27","Yes"
"773029","FEMALE","21",2021-06-13,"17:44:04","Yes"
"772840","MALE","38",2021-06-13,"11:17:21","Yes"
"772955","MALE","24",2021-06-13,"15:20:57","No"
"773063","FEMALE","22",2021-06-13,"22:25:00","Yes"
"772766","FEMALE","40",2021-06-12,"14:54:26","Yes"
"772736","MALE","38",2021-06-12,"11:45:48","Yes"
"772747","MALE","33",2021-06-12,"13:04:40","Yes"
"772794","FEMALE","29",2021-06-12,"16:22:48","No"
"772796","OTHER","27",2021-06-12,"16:25:59","Yes"
"772754","MALE","25",2021-06-12,"14:05:17","Yes"
"772740","OTHER","27",2021-06-12,"12:16:42","Yes"
"772812","FEMALE","33",2021-06-12,"19:00:49","Yes"
"772734","FEMALE","29",2021-06-12,"11:40:47","Yes"
"772739","FEMALE","36",2021-06-12,"12:14:07","Yes"
"772730","MALE","46",2021-06-12,"10:59:46","Yes"
"772779","FEMALE","39",2021-06-12,"15:34:25","Yes"
"772775","MALE","36",2021-06-12,"15:22:56","Yes"
"772791","MALE","55",2021-06-12,"16:12:59","Yes"
"772741","FEMALE","27",2021-06-12,"12:19:43","Yes"
"772799","MALE","27",2021-06-12,"16:36:42","Yes"
"772727","MALE","30",2021-06-12,"10:40:07","Yes"
"772804","MALE","22",2021-06-12,"17:36:38","Yes"
"772770","FEMALE","53",2021-06-12,"15:04:12","Yes"
"772817","FEMALE","24",2021-06-12,"21:00:00","Yes"
"772756","FEMALE","39",2021-06-12,"14:17:40","Yes"
"772749","FEMALE","33",2021-06-12,"13:14:22","Yes"
"772735","FEMALE","52",2021-06-12,"11:44:41","Yes"
"772777","MALE","40",2021-06-12,"15:29:20","Yes"
"772753","MALE","45",2021-06-12,"13:54:53","Yes"
"772750","FEMALE","31",2021-06-12,"13:21:35","Yes"
"772778","MALE","23",2021-06-12,"15:32:32","Yes"
"772806","MALE","51",2021-06-12,"17:55:34","Yes"
"772783","FEMALE","23",2021-06-12,"15:43:13","Yes"
"772776","FEMALE","27",2021-06-12,"15:28:01","Yes"
"772803","FEMALE","27",2021-06-12,"17:31:11","Yes"
"772807","FEMALE","27",2021-06-12,"17:55:40","Yes"
"772763","FEMALE","25",2021-06-12,"14:33:00","Yes"
"772725","FEMALE","30",2021-06-12,"07:04:23","Yes"
"772768","MALE","22",2021-06-12,"14:56:45","Yes"
"772802","FEMALE","26",2021-06-12,"16:57:36","Yes"
"772748","FEMALE","21",2021-06-12,"13:12:25","Yes"
"772782","MALE","33",2021-06-12,"15:36:55","Yes"
"772744","FEMALE","54",2021-06-12,"12:29:56","Yes"
"772759","FEMALE","30",2021-06-12,"14:20:39","Yes"
"772726","FEMALE","30",2021-06-12,"09:44:26","Yes"
"772816","OTHER","53",2021-06-12,"20:28:26","Yes"
"772805","MALE","68",2021-06-12,"17:39:45","Yes"
"772767","FEMALE","47",2021-06-12,"14:54:47","Yes"
"772764","FEMALE","73",2021-06-12,"14:42:11","Yes"
"772793","MALE","19",2021-06-12,"16:19:34","Yes"
"772788","MALE","46",2021-06-12,"15:56:50","Yes"
"772808","FEMALE","49",2021-06-12,"18:22:34","Yes"
"772742","OTHER","27",2021-06-12,"12:21:04","Yes"
"772737","FEMALE","29",2021-06-12,"11:50:18","Yes"
"772818","FEMALE","35",2021-06-12,"21:09:31","Yes"
"772787","FEMALE","31",2021-06-12,"15:56:33","Yes"
"772780","MALE","23",2021-06-12,"15:34:35","Yes"
"772732","MALE","56",2021-06-12,"11:17:58","Yes"
"772746","FEMALE","33",2021-06-12,"12:43:47","Yes"
"772810","FEMALE","66",2021-06-12,"18:40:52","Yes"
"772785","MALE","34",2021-06-12,"15:54:47","Yes"
"772733","FEMALE","23",2021-06-12,"11:19:03","Yes"
"772800","MALE","30",2021-06-12,"16:44:37","Yes"
"772809","FEMALE","20",2021-06-12,"18:37:34","Yes"
"772769","FEMALE","36",2021-06-12,"15:03:35","Yes"
"772773","MALE","46",2021-06-12,"15:08:29","Yes"
"772813","FEMALE","30",2021-06-12,"19:21:13","Yes"
"772798","FEMALE","41",2021-06-12,"16:34:29","Yes"
"772760","FEMALE","29",2021-06-12,"14:22:12","Yes"
"772772","FEMALE","32",2021-06-12,"15:05:34","Yes"
"772790","FEMALE","27",2021-06-12,"16:07:14","Yes"
"772792","FEMALE","28",2021-06-12,"16:18:07","Yes"
"772815","MALE","35",2021-06-12,"20:16:36","Yes"
"772774","FEMALE","31",2021-06-12,"15:15:22","Yes"
"772728","FEMALE","31",2021-06-12,"10:40:24","Yes"
"772745","FEMALE","36",2021-06-12,"12:34:52","Yes"
"772751","FEMALE","44",2021-06-12,"13:52:11","Yes"
"772784","FEMALE","26",2021-06-12,"15:46:52","Yes"
"772795","MALE","29",2021-06-12,"16:24:44","No"
"772786","MALE","38",2021-06-12,"15:55:20","Yes"
"772761","FEMALE","73",2021-06-12,"14:22:15","Yes"
"772731","FEMALE","40",2021-06-12,"11:04:32","Yes"
"772771","FEMALE","53",2021-06-12,"15:05:21","Yes"
"772811","MALE","27",2021-06-12,"18:48:01","No"
"772797","MALE","29",2021-06-12,"16:31:02","Yes"
"772801","MALE","28",2021-06-12,"16:55:19","Yes"
"772814","MALE","27",2021-06-12,"19:44:36","Yes"
"772752","MALE","36",2021-06-12,"13:54:42","Yes"
"772743","FEMALE","20",2021-06-12,"12:29:22","Yes"
"772781","FEMALE","33",2021-06-12,"15:35:03","Yes"
"772755","FEMALE","21",2021-06-12,"14:07:58","Yes"
"772765","FEMALE","24",2021-06-12,"14:45:31","Yes"
"772762","FEMALE","37",2021-06-12,"14:27:20","Yes"
"772724","MALE","23",2021-06-12,"02:50:46","Yes"
"772729","FEMALE","31",2021-06-12,"10:59:14","Yes"
"772789","MALE","43",2021-06-12,"15:57:51","Yes"
"772614","MALE","21",2021-06-11,"10:30:22","Yes"
"772611","FEMALE","55",2021-06-11,"10:25:24","Yes"
"772641","MALE","32",2021-06-11,"16:10:42","Yes"
"772646","FEMALE","27",2021-06-11,"17:51:21","Yes"
"772653","FEMALE","27",2021-06-11,"17:52:06","Yes"
"772674","MALE","27",2021-06-11,"17:53:54","Yes"
"772687","FEMALE","20",2021-06-11,"17:56:06","Yes"
"772688","MALE","61",2021-06-11,"17:56:11","Yes"
"772671","FEMALE","36",2021-06-11,"17:53:37","Yes"
"772702","FEMALE","43",2021-06-11,"17:57:23","Yes"
"772677","FEMALE","22",2021-06-11,"17:54:18","Yes"
"772659","MALE","24",2021-06-11,"17:52:31","Yes"
"772666","FEMALE","20",2021-06-11,"17:53:07","Yes"
"772632","FEMALE","24",2021-06-11,"14:38:36","Yes"
"772665","MALE","25",2021-06-11,"17:53:02","Yes"
"772685","MALE","21",2021-06-11,"17:55:40","Yes"
"772705","MALE","31",2021-06-11,"17:57:38","Yes"
"772650","FEMALE","22",2021-06-11,"17:51:47","Yes"
"772718","MALE","21",2021-06-11,"21:26:16","Yes"
"772700","FEMALE","22",2021-06-11,"17:57:14","Yes"
"772716","MALE","30",2021-06-11,"20:04:12","Yes"
"772629","FEMALE","36",2021-06-11,"14:06:43","Yes"
"772649","MALE","30",2021-06-11,"17:51:35","Yes"
"772655","FEMALE","25",2021-06-11,"17:52:14","Yes"
"772639","FEMALE","21",2021-06-11,"15:39:23","Yes"
